"werr","wanzw","wm2","wanzr","wheiz","wrecht","wkges","wvertr","wfrist","bhhgr","dseitz","dstd","kjahr","xanzkind","xminalt","balt5","bsex","bfst","xbstaat","xbgeblan","xhatlevel","xeinw","xlfi","xpatch","xurb","xnuts1","xnuts2"
5,5,3,5,1,3,3,38,2,2,-3,-3,54,0,25,13,1,2,1,2,60,4,3,-3,1,1,13
6,3,2,4,2,3,2,1,2,2,18,38,4,0,25,4,1,1,1,1,60,1,1,-3,3,3,31
6,3,2,4,2,3,2,1,2,2,18,43,4,0,25,4,2,1,1,1,60,1,1,-3,3,3,31
5,4,2,4,1,2,5,NA,-3,1,190,40,16,-3,-3,5,2,1,1,1,51,2,1,-3,3,3,34
8,4,2,4,1,2,2,NA,-3,2,-3,-3,47,0,25,11,1,2,1,1,32,4,3,-3,1,3,31
8,4,2,4,1,2,2,NA,-3,2,151,12,41,0,25,10,2,2,1,1,32,4,1,-3,1,3,31
6,1,3,5,1,1,1,NA,-3,2,421,40,36,0,25,8,1,2,1,1,32,2,1,-3,3,1,11
6,1,3,5,1,1,1,NA,-3,2,379,40,34,0,25,8,2,2,1,1,32,2,1,-3,3,1,11
7,4,2,3,1,2,1,NA,-3,2,137,38,25,0,25,6,1,1,1,1,32,4,1,-3,1,1,13
7,4,2,3,1,2,1,NA,-3,2,105,60,15,0,25,5,2,1,1,1,52,4,1,-3,1,1,13
6,3,2,4,2,2,1,NA,-3,3,2,40,36,1,20,9,1,2,1,1,32,2,1,2,1,3,34
6,3,2,4,2,2,1,NA,-3,3,27,30,37,1,20,8,2,2,1,1,21,2,1,2,1,3,34
6,3,2,4,2,2,1,NA,-3,3,2,40,2,1,20,2,1,1,1,1,32,2,1,2,1,3,34
3,1,2,3,5,1,1,NA,-3,2,-3,-3,72,1,24,15,2,3,1,1,21,2,3,-3,3,1,11
3,1,2,3,5,1,1,NA,-3,2,-3,-3,42,1,24,9,2,4,1,1,11,2,2,-3,3,1,11
1,1,5,6,2,1,1,NA,-3,5,272,70,36,3,9,9,1,2,1,1,32,2,1,2,3,3,32
1,1,5,6,2,1,1,NA,-3,5,148,50,28,3,9,7,2,2,1,1,32,2,1,2,3,3,32
1,1,5,6,2,1,1,NA,-3,5,-3,-3,-3,3,9,0,1,1,1,1,999,2,3,2,3,3,32
1,1,5,6,2,1,1,NA,-3,5,-3,-3,-3,3,9,0,1,1,1,1,999,2,3,2,3,3,32
1,1,5,6,2,1,1,NA,-3,5,-3,-3,-3,3,9,0,1,1,1,1,999,2,3,2,3,3,32
2,2,2,3,2,1,1,NA,-3,1,-3,-3,76,-3,-3,15,2,1,1,1,21,1,3,-3,3,2,22
4,1,3,3,4,1,1,NA,-3,1,-3,-3,62,-3,-3,13,2,3,1,1,21,2,3,-3,3,1,11
2,3,2,4,2,3,2,35,2,1,-3,-3,48,-3,-3,11,2,1,1,1,32,4,3,-3,1,3,33
7,5,3,4,1,3,3,9,1,2,7,40,39,0,25,8,1,1,1,7,21,2,1,-3,2,3,31
7,5,3,4,1,3,3,9,1,2,23,38.5,19,0,25,4,2,1,1,1,21,2,1,-3,2,3,31
8,5,2,1,1,3,3,5,2,1,195,37.5,26,-3,-3,8,1,1,1,1,52,4,1,-3,1,1,13
7,3,2,3,2,3,4,1,1,1,324,20,39,-3,-3,9,2,3,1,1,32,2,1,-3,2,3,32
4,5,2,3,1,3,2,23,2,1,-3,-3,50,-3,-3,11,2,4,1,1,32,4,3,-3,1,1,13
6,2,2,6,2,1,1,NA,-3,4,15,12,29,2,20,7,2,2,1,1,32,1,1,2,3,3,31
6,2,2,6,2,1,1,NA,-3,4,207,42,29,2,20,7,1,2,1,1,32,1,1,2,3,3,31
6,2,2,6,2,1,1,NA,-3,4,59,38.5,2,2,20,2,2,1,1,1,32,1,1,2,3,3,31
6,2,2,6,2,1,1,NA,-3,4,12,40,1,2,20,2,2,1,1,1,32,1,1,2,3,3,31
3,4,1,2,1,3,1,60,2,1,3,999,10,-3,-3,3,1,1,1,1,32,4,1,-3,1,1,13
1,3,2,4,1,3,3,9,2,4,-3,-3,26,3,10,6,2,1,1,1,21,2,3,2,3,2,22
1,3,2,4,1,3,3,9,2,4,-3,-3,-3,3,10,0,2,1,1,1,999,2,3,2,3,2,22
1,3,2,4,1,3,3,9,2,4,-3,-3,-3,3,10,0,2,1,1,1,999,2,3,2,3,2,22
1,3,2,4,1,3,3,9,2,4,-3,-3,-3,3,10,0,2,1,1,1,999,2,3,2,3,2,22
1,5,2,3,2,3,2,9,2,1,-3,-3,50,-3,-3,10,2,4,1,1,21,4,3,-3,1,1,13
3,1,4,8,2,1,1,NA,-3,2,-3,-3,40,0,25,12,1,2,1,1,22,2,3,-3,2,1,12
3,1,4,8,2,1,1,NA,-3,2,-3,-3,52,0,25,11,2,2,1,1,32,2,3,-3,2,1,12
6,1,4,6,1,1,1,NA,-3,2,34,40,21,0,25,7,2,1,1,1,52,4,1,-3,1,3,32
6,1,4,6,1,1,1,NA,-3,2,27,42,16,0,25,6,1,1,1,1,52,4,1,-3,1,3,32
6,3,3,4,5,2,1,NA,-3,4,-3,-3,26,2,10,6,2,2,1,1,32,2,2,2,1,3,34
6,3,3,4,5,2,1,NA,-3,4,262,40,23,2,10,6,1,2,1,4,32,2,1,2,1,3,34
6,3,3,4,5,2,1,NA,-3,4,-3,-3,-3,2,10,0,1,1,1,1,999,2,3,2,1,3,34
6,3,3,4,5,2,1,NA,-3,4,-3,-3,-3,2,10,0,2,1,1,1,999,2,3,2,1,3,34
1,2,2,3,2,3,4,3,1,2,119,50,27,1,17,7,2,4,1,1,51,2,1,2,2,3,32
1,2,2,3,2,3,4,3,1,2,-3,-3,2,1,17,1,2,1,1,1,21,2,3,2,2,3,32
7,1,5,8,2,1,1,NA,-3,4,150,30,24,2,14,6,2,2,1,1,41,2,1,2,2,2,22
7,1,5,8,2,1,1,NA,-3,4,128,40,19,2,14,7,1,2,1,1,52,2,1,2,2,2,22
7,1,5,8,2,1,1,NA,-3,4,-3,-3,2,2,14,1,1,1,1,1,21,2,3,2,2,2,22
7,1,5,8,2,1,1,NA,-3,4,-3,-3,-3,2,14,0,1,1,1,1,999,2,3,2,2,2,22
5,5,2,4,2,3,2,37,2,1,-3,-3,61,-3,-3,13,2,1,1,1,21,4,3,-3,1,1,13
5,2,5,4,2,6,1,NA,-3,2,30,38.5,13,0,25,4,1,2,1,1,32,1,1,-3,3,2,22
5,2,5,4,2,6,1,NA,-3,2,86,32.5,4,0,25,2,2,2,1,1,32,1,1,-3,3,2,22
8,1,5,6,2,1,1,NA,-3,5,79,38.5,13,3,2,5,1,2,1,1,41,2,1,2,2,1,11
8,1,5,6,2,1,1,NA,-3,5,38,15,8,3,2,4,2,2,1,1,52,2,1,2,2,1,11
8,1,5,6,2,1,1,NA,-3,5,-3,-3,-3,3,2,0,2,1,1,1,999,2,3,2,2,1,11
8,1,5,6,2,1,1,NA,-3,5,-3,-3,-3,3,2,0,2,1,1,1,999,2,3,2,2,1,11
8,1,5,6,2,1,1,NA,-3,5,-3,-3,-3,3,2,0,1,1,1,1,999,2,3,2,2,1,11
7,4,2,2,2,3,4,1,2,1,59,38.5,24,-3,-3,6,2,1,1,1,32,4,1,-3,1,3,33
7,3,2,4,4,3,4,4,2,1,71,60,13,-3,-3,7,1,1,1,1,52,4,1,-3,1,3,32
8,5,2,3,1,3,4,1,2,3,48,40,11,1,2,4,1,1,2,2,32,4,1,2,1,3,32
8,5,2,3,1,3,4,1,2,3,-3,-3,12,1,2,3,2,1,1,1,21,4,3,2,1,3,32
8,5,2,3,1,3,4,1,2,3,-3,-3,-3,1,2,0,2,1,1,1,999,4,3,2,1,3,32
7,4,3,4,1,2,1,NA,-3,4,205,45,24,2,9,6,1,2,1,1,41,4,1,2,1,1,13
7,4,3,4,1,2,1,NA,-3,4,58,42,16,2,9,6,2,2,1,4,52,4,1,2,1,1,13
7,4,3,4,1,2,1,NA,-3,4,-3,-3,-3,2,9,0,2,1,1,1,999,4,3,2,1,1,13
7,4,3,4,1,2,1,NA,-3,4,-3,-3,-3,2,9,0,2,1,1,1,999,4,3,2,1,1,13
4,1,3,6,2,1,1,NA,-3,2,100,20,33,1,24,8,2,1,1,1,32,3,1,-3,2,3,34
4,1,3,6,2,1,1,NA,-3,2,-3,-3,75,1,24,15,1,3,1,1,32,3,3,-3,2,3,34
7,3,2,3,2,3,3,13,2,3,288,12,24,2,4,6,2,1,1,1,41,2,1,2,2,3,33
7,3,2,3,2,3,3,13,2,3,-3,-3,-3,2,4,0,2,1,1,1,999,2,3,2,2,3,33
7,3,2,3,2,3,3,13,2,3,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,2,2,3,33
8,1,4,4,1,1,1,NA,-3,3,133,30,5,1,0,5,1,1,1,1,52,3,1,2,1,3,34
8,1,4,4,1,1,1,NA,-3,3,169,30,5,1,0,4,2,1,1,1,52,3,1,2,1,3,34
8,1,4,4,1,1,1,NA,-3,3,-3,-3,-3,1,0,0,1,1,1,1,999,3,3,2,1,3,34
2,4,1,2,3,3,1,43,2,1,-3,-3,61,-3,-3,13,1,1,1,1,32,4,3,-3,1,1,13
3,1,4,7,2,1,1,NA,-3,3,-3,-3,75,-3,-3,15,2,3,1,1,21,2,3,-3,3,1,12
3,1,4,7,2,1,1,NA,-3,3,-3,-3,40,1,23,10,2,4,1,1,52,2,3,-3,3,1,12
3,1,4,7,2,1,1,NA,-3,3,65,38.5,14,1,23,5,1,1,1,1,32,2,1,-3,3,1,12
4,1,2,3,5,6,1,NA,-3,1,-3,-3,67,-3,-3,14,2,3,1,1,21,1,3,-3,3,3,33
2,3,1,1,5,3,1,4,2,1,-3,-3,14,-3,-3,4,1,1,1,1,32,3,2,-3,1,3,31
3,2,3,5,2,3,3,2,2,4,257,40,16,2,2,6,1,2,1,1,52,4,1,2,1,3,33
3,2,3,5,2,3,3,2,2,4,-3,-3,6,2,2,6,2,2,1,1,60,4,3,2,1,3,33
3,2,3,5,2,3,3,2,2,4,-3,-3,-3,2,2,0,2,1,1,1,999,4,3,2,1,3,33
3,2,3,5,2,3,3,2,2,4,-3,-3,-3,2,2,0,1,1,1,1,999,4,3,2,1,3,33
6,2,4,5,2,1,1,NA,-3,3,459,53,32,1,12,8,1,2,1,1,51,1,1,2,3,1,11
6,2,4,5,2,1,1,NA,-3,3,-3,-3,29,1,12,7,2,2,1,1,32,1,3,2,3,1,11
6,2,4,5,2,1,1,NA,-3,3,-3,-3,-3,1,12,0,1,1,1,1,999,1,3,2,3,1,11
1,4,3,3,2,2,3,NA,-3,1,-3,-3,41,-3,-3,9,2,4,1,6,32,4,3,-3,1,1,13
3,2,2,2,5,6,1,NA,-3,1,-3,-3,61,-3,-3,13,2,3,1,1,21,1,3,-3,3,3,31
4,4,1,2,1,3,1,7,2,2,77,40,19,0,25,6,1,2,1,6,32,4,1,-3,1,3,31
4,4,1,2,1,3,1,7,2,2,-3,-3,22,0,25,5,2,2,6,6,11,4,3,-3,1,3,31
4,3,2,3,2,3,3,3,1,5,3,38.5,30,1,15,6,2,2,7,7,21,2,1,2,2,3,33
4,3,2,3,2,3,3,3,1,5,38,38.5,29,1,15,6,1,2,4,4,21,2,1,2,2,3,33
4,3,2,3,2,3,3,3,1,5,-3,-3,4,1,1,1,2,2,7,4,21,2,2,2,2,3,33
4,3,2,3,2,3,3,3,1,5,-3,-3,0,1,15,1,1,1,7,4,21,2,2,2,2,3,33
4,3,2,3,2,3,3,3,1,5,-3,-3,-3,1,1,0,2,1,7,1,999,2,3,2,2,3,33
3,2,2,3,2,6,1,NA,-3,1,-3,-3,74,-3,-3,15,1,3,1,4,21,2,3,-3,2,3,32
5,4,2,4,2,2,1,NA,-3,2,147,20,33,1,20,8,2,4,3,3,41,3,1,2,2,1,11
5,4,2,4,2,2,1,NA,-3,2,-3,-3,0,1,20,2,1,1,1,1,41,3,3,2,2,1,11
7,1,4,6,2,1,1,NA,-3,4,-3,-3,10,2,19,6,2,2,1,1,22,2,3,2,3,2,21
7,1,4,6,2,1,1,NA,-3,4,302,40,33,2,19,8,1,2,1,1,32,2,1,2,3,2,21
7,1,4,6,2,1,1,NA,-3,4,4,38.5,6,2,19,3,1,1,1,1,41,2,1,2,3,2,21
7,1,4,6,2,1,1,NA,-3,4,-3,-3,0,2,19,1,1,1,1,1,32,2,3,2,3,2,21
6,3,2,3,4,3,2,2,2,2,67,38.7,9,1,11,3,2,1,1,1,32,2,1,2,3,2,22
6,3,2,3,4,3,2,2,2,2,-3,-3,-3,1,11,0,2,1,1,1,999,2,3,2,3,2,22
5,3,3,5,1,3,3,7,2,1,-3,-3,41,-3,-3,9,1,4,1,1,21,1,3,-3,3,2,22
2,3,3,5,2,3,4,6,2,5,-3,-3,21,3,12,7,1,2,1,5,32,4,2,2,1,1,13
2,3,3,5,2,3,4,6,2,5,-3,-3,26,3,12,6,2,2,1,5,32,4,3,2,1,1,13
2,3,3,5,2,3,4,6,2,5,13,38.5,4,3,12,2,1,1,1,1,21,4,1,2,1,1,13
2,3,3,5,2,3,4,6,2,5,-3,-3,1,3,12,1,2,1,1,1,21,4,3,2,1,1,13
2,3,3,5,2,3,4,6,2,5,-3,-3,-3,3,12,0,1,1,1,1,999,4,3,2,1,1,13
6,4,2,3,2,3,4,2,2,2,2,40,3,-3,-3,2,1,1,2,2,32,4,1,-3,1,3,33
6,4,2,3,2,3,4,2,2,2,-3,-3,2,-3,-3,2,2,1,2,2,32,4,3,-3,1,3,33
4,3,2,3,2,2,1,NA,-3,1,227,40,16,-3,-3,7,2,1,1,1,41,2,1,-3,2,3,32
1,2,2,4,2,1,1,NA,-3,5,361,41,35,3,15,8,1,2,1,1,32,2,1,2,2,3,33
1,2,2,4,2,1,1,NA,-3,5,40,8,34,3,15,8,2,2,1,1,32,2,1,2,2,3,33
1,2,2,4,2,1,1,NA,-3,5,-3,-3,1,3,15,1,2,1,1,1,32,2,3,2,2,3,33
1,2,2,4,2,1,1,NA,-3,5,-3,-3,2,3,15,1,1,1,1,1,21,2,3,2,2,3,33
1,2,2,4,2,1,1,NA,-3,5,-3,-3,0,3,15,1,2,1,1,1,21,2,3,2,2,3,33
6,4,2,2,1,3,3,1,1,1,6,40,32,-3,-3,7,2,1,1,1,32,1,1,-3,3,2,22
8,1,4,8,1,1,1,NA,-3,2,120,40,12,1,18,5,2,1,1,1,52,3,1,2,1,3,34
8,1,4,8,1,1,1,NA,-3,2,-3,-3,4,1,18,1,2,1,1,1,21,3,3,2,1,3,34
6,1,4,6,2,1,1,NA,-3,3,-3,-3,35,1,20,8,2,2,1,1,32,2,3,2,2,1,12
6,1,4,6,2,1,1,NA,-3,3,408,47,31,1,20,7,1,2,1,1,32,2,1,2,2,1,12
6,1,4,6,2,1,1,NA,-3,3,-3,-3,3,1,20,2,2,1,1,1,11,2,3,2,2,1,12
5,2,4,4,2,1,1,NA,-3,2,-3,-3,34,0,25,10,1,2,1,1,32,2,3,-3,2,3,32
5,2,4,4,2,1,1,NA,-3,2,-3,-3,44,0,25,10,2,2,1,1,32,2,3,-3,2,3,32
5,1,4,6,2,1,1,NA,-3,2,-3,-3,28,1,12,7,2,2,1,1,32,2,3,2,2,2,22
5,1,4,6,2,1,1,NA,-3,2,-3,-3,-3,1,12,0,1,1,1,1,999,2,3,2,2,2,22
6,3,2,3,1,3,3,23,2,2,382,40,32,1,11,8,2,2,1,1,51,4,1,2,1,1,13
6,3,2,3,1,3,3,23,2,2,-3,-3,-3,1,11,0,2,1,1,1,999,4,3,2,1,1,13
1,2,4,6,2,1,1,NA,-3,4,58,25,18,2,10,5,2,2,1,1,41,1,1,2,1,3,34
1,2,4,6,2,1,1,NA,-3,4,150,45,15,2,10,5,1,2,1,1,51,1,1,2,1,3,34
1,2,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,10,0,2,1,1,1,999,1,3,2,1,3,34
1,2,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,10,0,1,1,1,1,999,1,3,2,1,3,34
7,3,3,4,1,3,3,8,2,3,253,38.5,27,1,13,7,1,2,1,1,32,4,1,2,1,3,31
7,3,3,4,1,3,3,8,2,3,-3,-3,17,1,13,6,2,2,1,1,21,4,3,2,1,3,31
7,3,3,4,1,3,3,8,2,3,-3,-3,-3,1,13,0,1,1,1,1,999,4,3,2,1,3,31
3,4,2,3,2,3,3,22,2,2,-3,-3,41,0,25,9,1,2,1,1,32,3,3,-3,3,2,22
3,4,2,3,2,3,3,22,2,2,157,30,37,0,25,8,2,2,1,1,32,3,1,-3,3,2,22
1,4,2,4,2,3,2,25,2,2,472,15.6,40,0,25,9,1,4,1,1,32,4,1,-3,1,1,13
1,4,2,4,2,3,2,25,2,2,360,40,35,0,25,9,2,4,1,1,51,4,1,-3,1,1,13
1,2,4,6,2,1,1,NA,-3,5,2,9,17,3,5,5,2,2,1,1,41,1,1,2,3,3,33
1,2,4,6,2,1,1,NA,-3,5,23,50,20,3,5,5,1,2,1,1,41,1,1,2,3,3,33
1,2,4,6,2,1,1,NA,-3,5,-3,-3,-3,3,5,0,2,1,1,1,999,1,3,2,3,3,33
1,2,4,6,2,1,1,NA,-3,5,-3,-3,-3,3,5,0,2,1,1,1,999,1,3,2,3,3,33
1,2,4,6,2,1,1,NA,-3,5,-3,-3,-3,3,5,0,2,1,1,1,999,1,3,2,3,3,33
3,3,3,6,1,3,3,26,2,4,332,38,38,2,20,9,1,2,1,1,32,3,1,2,3,3,33
3,3,3,6,1,3,3,26,2,4,206,20,34,2,20,8,2,2,1,1,32,3,1,2,3,3,33
3,3,3,6,1,3,3,26,2,4,0,38.5,0,2,20,2,1,1,1,1,52,3,1,2,3,3,33
3,3,3,6,1,3,3,26,2,4,-3,-3,2,2,20,2,2,1,1,1,32,3,3,2,3,3,33
4,3,2,2,2,4,2,NA,-3,3,33,60,23,1,0,5,1,1,4,4,21,3,1,2,1,3,34
4,3,2,2,2,4,2,NA,-3,3,155,8,15,1,0,4,2,1,1,1,32,3,1,2,1,3,34
4,3,2,2,2,4,2,NA,-3,3,-3,-3,-3,1,0,0,1,1,1,1,999,3,3,2,1,3,34
3,2,3,5,2,1,1,NA,-3,2,332,31,40,0,25,9,2,2,1,1,32,2,1,-3,3,2,22
3,2,3,5,2,1,1,NA,-3,2,152,38.5,41,0,25,9,1,2,1,1,32,2,1,-3,3,2,22
3,2,2,3,5,6,1,NA,-3,1,-3,-3,67,-3,-3,14,2,4,1,1,21,2,3,-3,2,2,22
3,4,2,3,5,3,2,17,2,1,508,40,43,-3,-3,9,1,4,1,1,21,2,1,-3,3,3,33
2,2,2,5,5,3,2,20,2,1,-3,-3,59,-3,-3,13,2,4,1,1,32,2,3,-3,1,3,34
1,3,2,2,2,3,3,0,1,1,-3,-3,25,-3,-3,5,1,1,1,1,21,3,3,-3,1,3,34
2,3,4,7,2,1,1,NA,-3,2,533,1,46,0,25,10,2,2,1,1,21,2,1,-3,3,1,12
2,3,4,7,2,1,1,NA,-3,2,491,60,35,0,25,9,1,2,1,1,51,2,1,-3,3,1,12
3,1,4,6,2,6,2,NA,-3,4,182,11,12,2,3,4,2,2,1,1,32,2,1,2,2,3,32
3,1,4,6,2,6,2,NA,-3,4,101,55,18,2,3,4,1,2,1,1,32,2,1,2,2,3,32
3,1,4,6,2,6,2,NA,-3,4,-3,-3,-3,2,3,0,1,1,1,1,999,2,3,2,2,3,32
3,1,4,6,2,6,2,NA,-3,4,-3,-3,-3,2,3,0,2,1,1,1,999,2,3,2,2,3,32
4,2,3,6,2,6,1,NA,-3,2,76,38.5,2,0,25,3,1,1,1,1,52,4,1,-3,1,3,32
4,2,3,6,2,6,1,NA,-3,2,0,38.5,0,0,25,3,2,1,1,1,52,4,1,-3,1,3,32
7,4,3,3,2,3,4,4,2,2,-3,-3,56,0,25,12,1,2,5,5,21,2,3,-3,2,3,33
7,4,3,3,2,3,4,4,2,2,-3,-3,48,0,25,10,2,2,5,5,21,2,3,-3,2,3,33
7,1,4,5,2,1,1,NA,-3,5,234,40,20,3,11,7,1,2,1,1,32,2,1,2,2,3,31
7,1,4,5,2,1,1,NA,-3,5,13,10,23,3,11,6,2,2,1,1,32,2,1,2,2,3,31
7,1,4,5,2,1,1,NA,-3,5,6,40,1,3,11,2,1,1,1,1,32,2,1,2,2,3,31
7,1,4,5,2,1,1,NA,-3,5,-3,-3,4,3,11,1,2,1,1,1,21,2,3,2,2,3,31
7,1,4,5,2,1,1,NA,-3,5,-3,-3,-3,3,11,0,2,1,1,1,999,2,3,2,2,3,31
6,1,3,4,5,1,1,NA,-3,3,332,44,28,1,18,8,1,2,1,1,52,2,1,2,2,1,11
6,1,3,4,5,1,1,NA,-3,3,166,2.5,33,1,18,8,2,2,1,1,32,2,1,2,2,1,11
6,1,3,4,5,1,1,NA,-3,3,-3,-3,0,1,18,1,2,1,1,1,32,2,3,2,2,1,11
1,3,3,5,2,1,1,NA,-3,4,-3,-3,31,2,18,7,2,2,1,1,32,3,3,2,3,3,33
1,3,3,5,2,1,1,NA,-3,4,277,38.5,27,2,18,7,1,2,1,1,32,3,1,2,3,3,33
1,3,3,5,2,1,1,NA,-3,4,23,30,5,2,18,2,2,1,1,1,32,3,1,2,3,3,33
1,3,3,5,2,1,1,NA,-3,4,35,38.5,3,2,18,1,1,1,1,1,21,3,1,2,3,3,33
3,3,1,2,1,3,2,5,1,1,-3,-3,41,-3,-3,9,2,4,1,1,21,2,3,-3,3,2,21
6,1,3,6,2,1,1,NA,-3,5,5,40,14,3,2,3,1,2,5,5,21,3,1,1,3,1,12
6,1,3,6,2,1,1,NA,-3,5,-3,-3,13,3,2,3,2,2,1,5,21,3,3,1,3,1,12
6,1,3,6,2,1,1,NA,-3,5,-3,-3,-3,3,2,0,2,1,1,1,999,3,3,1,3,1,12
6,1,3,6,2,1,1,NA,-3,5,-3,-3,-3,3,2,0,2,1,1,1,999,3,3,1,3,1,12
6,1,3,6,2,1,1,NA,-3,5,-3,-3,-3,3,2,0,1,1,1,1,999,3,3,1,3,1,12
3,1,4,5,2,1,1,NA,-3,3,-3,-3,77,-3,-3,15,2,1,1,1,11,1,3,-3,3,3,33
3,1,4,5,2,1,1,NA,-3,3,-3,-3,53,0,25,12,1,2,1,1,32,1,3,-3,3,3,33
3,1,4,5,2,1,1,NA,-3,3,-3,-3,56,0,25,12,2,2,1,1,21,1,3,-3,3,3,33
5,1,3,6,2,1,1,NA,-3,3,64,32,7,1,1,5,1,1,1,1,52,2,1,2,2,1,12
5,1,3,6,2,1,1,NA,-3,3,67,5.25,7,1,1,4,2,1,1,1,52,2,1,2,2,1,12
5,1,3,6,2,1,1,NA,-3,3,-3,-3,-3,1,1,0,2,1,1,1,999,2,3,2,2,1,12
6,1,4,4,2,1,1,NA,-3,2,-3,-3,43,0,25,10,1,2,1,1,32,2,3,-3,3,2,22
6,1,4,4,2,1,1,NA,-3,2,58,40,37,0,25,8,2,2,1,1,32,2,1,-3,3,2,22
3,3,2,4,2,3,3,28,2,1,360,40,30,-3,-3,9,2,4,2,2,52,4,1,-3,1,3,32
7,3,3,5,2,3,5,1,1,2,29,42,3,-3,-3,2,1,1,1,1,41,4,1,-3,1,3,31
7,3,3,5,2,3,5,1,1,2,26,60,3,-3,-3,2,1,1,1,1,41,4,1,-3,1,3,31
4,3,2,4,2,3,2,41,2,1,-3,-3,60,-3,-3,13,1,4,1,1,32,1,3,-3,3,2,21
6,3,3,4,2,2,3,NA,-3,2,-3,-3,39,0,25,11,1,2,1,1,51,4,3,-3,1,3,32
6,3,3,4,2,2,3,NA,-3,2,-3,-3,49,0,25,11,2,2,1,1,32,4,3,-3,1,3,32
7,1,4,4,2,1,1,NA,-3,2,67,27,31,0,25,7,2,2,1,1,32,2,1,-3,1,3,34
7,1,4,4,2,1,1,NA,-3,2,186,40,31,0,25,7,1,2,1,1,32,2,1,-3,1,3,34
3,2,3,4,2,2,2,NA,-3,1,-3,-3,66,-3,-3,13,2,3,1,1,21,1,3,-3,3,2,22
5,1,3,5,2,1,1,NA,-3,2,-3,-3,43,1,23,9,2,3,1,1,21,1,3,-3,3,1,11
5,1,3,5,2,1,1,NA,-3,2,47,38.5,17,1,23,5,2,1,1,1,32,1,1,-3,3,1,11
7,5,2,2,1,3,2,12,2,1,-3,-3,37,-3,-3,9,2,4,1,3,32,4,3,-3,1,1,13
6,2,3,5,1,6,1,NA,-3,4,71,40.5,3,2,18,2,1,1,1,1,32,2,1,2,2,3,31
6,2,3,5,1,6,1,NA,-3,4,23,38.5,2,2,18,1,2,1,1,1,21,2,1,2,2,3,31
6,2,3,5,1,6,1,NA,-3,4,11,40,23,2,18,6,1,2,1,1,32,2,1,2,2,3,31
6,2,3,5,1,6,1,NA,-3,4,242,30,27,2,18,6,2,2,1,1,21,2,1,2,2,3,31
4,2,3,4,2,1,1,NA,-3,2,-3,-3,57,0,25,13,1,2,1,1,32,3,3,-3,2,1,12
4,2,3,4,2,1,1,NA,-3,2,-3,-3,57,0,25,12,2,2,1,1,22,3,3,-3,2,1,12
7,1,4,7,2,1,1,NA,-3,4,72,40,33,2,16,8,1,2,1,1,32,1,1,2,3,3,33
7,1,4,7,2,1,1,NA,-3,4,39,20,28,2,16,7,2,2,1,1,32,1,1,2,3,3,33
7,1,4,7,2,1,1,NA,-3,4,-3,-3,0,2,16,1,2,1,1,1,32,1,3,2,3,3,33
7,1,4,7,2,1,1,NA,-3,4,-3,-3,2,2,16,1,2,1,1,1,21,1,3,2,3,3,33
5,1,6,7,2,1,1,NA,-3,2,-3,-3,48,0,25,11,1,2,1,1,51,2,3,-3,3,3,31
5,1,6,7,2,1,1,NA,-3,2,-3,-3,43,0,25,10,2,2,1,1,51,2,3,-3,3,3,31
4,3,3,4,1,3,3,6,2,5,241,40,23,3,9,6,1,2,1,4,32,4,1,2,1,1,13
4,3,3,4,1,3,3,6,2,5,73,40,20,3,9,5,2,2,1,4,32,4,1,2,1,1,13
4,3,3,4,1,3,3,6,2,5,-3,-3,0,3,9,1,2,1,1,1,21,4,3,2,1,1,13
4,3,3,4,1,3,3,6,2,5,-3,-3,-3,3,9,0,2,1,1,1,999,4,3,2,1,1,13
4,3,3,4,1,3,3,6,2,5,-3,-3,-3,3,9,0,1,1,1,1,999,4,3,2,1,1,13
1,4,3,4,2,2,1,NA,-3,1,15,60,3,-3,-3,3,2,1,1,1,52,4,1,-3,1,3,33
8,1,6,6,2,1,1,NA,-3,3,117,35,11,1,6,4,2,4,1,1,52,2,1,2,2,2,22
8,1,6,6,2,1,1,NA,-3,3,262,39,19,1,6,5,1,4,1,1,32,2,1,2,2,2,22
8,1,6,6,2,1,1,NA,-3,3,-3,-3,-3,1,6,0,1,1,1,1,999,2,3,2,2,2,22
7,5,1,1,1,3,2,0,2,1,2,45,6,-3,-3,3,2,1,1,1,41,4,1,-3,1,1,13
7,1,4,8,2,1,1,NA,-3,5,-3,-3,28,3,9,7,2,2,1,1,32,1,3,2,3,1,11
7,1,4,8,2,1,1,NA,-3,5,6,39,23,3,9,6,1,2,1,1,51,1,1,2,3,1,11
7,1,4,8,2,1,1,NA,-3,5,17,15,1,3,9,2,2,1,1,1,41,1,1,2,3,1,11
7,1,4,8,2,1,1,NA,-3,5,-3,-3,3,3,9,1,2,1,1,1,21,1,3,2,3,1,11
7,1,4,8,2,1,1,NA,-3,5,-3,-3,-3,3,9,0,1,1,1,1,999,1,3,2,3,1,11
2,3,3,6,1,3,2,15,2,5,-3,-3,30,3,9,7,2,3,1,1,32,3,3,2,2,2,21
2,3,3,6,1,3,2,15,2,5,372,45,29,3,9,7,1,1,1,1,32,3,1,2,2,2,21
2,3,3,6,1,3,2,15,2,5,-3,-3,2,3,9,1,1,1,1,1,21,3,3,2,2,2,21
