"werr","wanzw","wm2","wanzr","wheiz","wrecht","wkges","wvertr","wfrist","bhhgr","dseitz","dstd","kjahr","xanzkind","xminalt","balt5","bsex","bfst","xbstaat","xbgeblan","xhatlevel","xeinw","xlfi","xpatch","xurb","xnuts1","xnuts2"
8,1,4,6,2,1,1,NA,-3,4,-3,-3,17,2,4,4,2,2,1,1,32,2,3,2,3,1,11
8,1,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,2,1,1,1,999,2,3,2,3,1,11
8,1,4,6,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,2,1,1,1,999,2,3,2,3,1,11
4,1,4,5,2,1,1,NA,-3,3,-3,-3,45,1,18,10,1,2,1,1,32,3,3,2,1,2,21
4,1,4,5,2,1,1,NA,-3,3,174,30,25,1,18,6,2,2,1,1,32,3,1,2,1,2,21
4,1,4,5,2,1,1,NA,-3,3,31,39,3,1,18,1,1,1,1,1,21,3,1,2,1,2,21
6,3,3,5,2,2,3,NA,-3,4,45,20,22,2,11,6,2,2,1,1,41,4,1,2,1,3,33
6,3,3,5,2,2,3,NA,-3,4,57,70,20,2,11,6,1,2,1,1,32,4,1,2,1,3,33
6,3,3,5,2,2,3,NA,-3,4,-3,-3,-3,2,11,0,2,1,1,1,999,4,3,2,1,3,33
6,3,3,5,2,2,3,NA,-3,4,-3,-3,-3,2,11,0,1,1,1,1,999,4,3,2,1,3,33
7,2,2,4,2,3,2,20,2,2,5,40,13,0,25,8,2,2,2,2,41,2,1,-3,2,1,11
7,2,2,4,2,3,2,20,2,2,76,40,35,0,25,8,1,2,3,3,32,2,1,-3,2,1,11
4,5,2,4,2,3,2,18,2,1,-3,-3,57,-3,-3,12,2,3,1,1,21,2,3,-3,3,2,22
7,4,3,5,2,3,4,20,2,3,22,60,28,1,17,7,2,2,1,1,32,1,1,2,3,3,32
7,4,3,5,2,3,4,20,2,3,139,60,25,1,17,6,1,2,1,1,32,1,1,2,3,3,32
7,4,3,5,2,3,4,20,2,3,6,38.5,1,1,17,1,2,1,1,1,32,1,1,2,3,3,32
1,3,2,3,2,3,3,10,2,2,-3,-3,48,1,22,10,2,4,1,4,21,4,3,-3,1,1,13
1,3,2,3,2,3,3,10,2,2,11,38.5,17,1,22,4,1,1,1,1,21,4,1,-3,1,1,13
1,4,2,4,1,3,4,2,2,2,10,18,4,-3,-3,2,1,1,1,1,41,4,1,-3,1,2,22
1,4,2,4,1,3,4,2,2,2,-3,-3,2,-3,-3,1,2,1,1,2,21,4,3,-3,1,2,22
7,4,3,4,1,3,4,15,2,3,55,22,36,1,22,8,1,2,3,3,32,4,1,-3,1,1,13
7,4,3,4,1,3,4,15,2,3,103,42,36,1,22,8,2,2,3,3,32,4,1,-3,1,1,13
7,4,3,4,1,3,4,15,2,3,26,15,7,1,22,4,1,1,3,3,41,4,1,-3,1,1,13
4,2,2,3,2,1,1,NA,-3,2,-3,-3,48,0,25,11,1,2,1,1,32,2,3,-3,3,2,21
4,2,2,3,2,1,1,NA,-3,2,-3,-3,48,0,25,10,2,2,1,1,32,2,3,-3,3,2,21
1,4,2,3,1,3,4,6,1,1,138,35,22,-3,-3,6,2,1,1,2,32,4,1,-3,1,1,13
4,4,2,2,5,3,2,1,1,2,10,43.5,9,0,25,2,1,2,1,1,21,3,1,-3,1,3,34
4,4,2,2,5,3,2,1,1,2,0,44,6,0,25,2,2,2,1,1,32,3,1,-3,1,3,34
6,1,5,8,2,1,1,NA,-3,3,392,48,35,1,20,8,1,2,1,1,32,1,1,2,2,3,31
6,1,5,8,2,1,1,NA,-3,3,104,40,37,1,20,8,2,2,1,1,32,1,1,2,2,3,31
6,1,5,8,2,1,1,NA,-3,3,81,40,5,1,20,2,1,1,1,1,41,1,1,2,2,3,31
5,3,3,5,2,3,4,2,2,3,1,8,19,1,1,5,1,2,3,3,41,4,1,1,1,3,31
5,3,3,5,2,3,4,2,2,3,-3,-3,10,1,1,4,2,2,3,3,32,4,3,1,1,3,31
5,3,3,5,2,3,4,2,2,3,-3,-3,-3,1,1,0,1,1,3,1,999,4,3,1,1,3,31
8,4,4,4,3,2,2,NA,-3,2,-3,-3,43,0,25,10,1,2,1,1,32,3,3,-3,2,3,31
8,4,4,4,3,2,2,NA,-3,2,152,10,39,0,25,9,2,2,1,1,32,3,1,-3,2,3,31
8,5,2,2,1,3,4,1,2,2,5,40,1,0,25,3,1,1,1,1,52,4,1,-3,1,2,22
8,5,2,2,1,3,4,1,2,2,7,30,5,0,25,4,2,1,1,1,52,4,1,-3,1,2,22
4,1,4,8,2,1,1,NA,-3,4,183,40,21,2,20,7,1,2,1,1,32,1,1,2,3,3,32
4,1,4,8,2,1,1,NA,-3,4,3,20,32,2,20,7,2,2,1,1,21,1,1,2,3,3,32
4,1,4,8,2,1,1,NA,-3,4,-3,-3,8,2,20,3,1,1,1,1,32,1,3,2,3,3,32
4,1,4,8,2,1,1,NA,-3,4,-3,-3,3,2,20,2,2,1,1,1,32,1,3,2,3,3,32
6,2,3,4,2,6,1,NA,-3,2,-3,-3,66,0,25,13,2,2,1,1,11,2,3,-3,2,3,31
6,2,3,4,2,6,1,NA,-3,2,-3,-3,73,0,25,15,1,2,1,1,21,2,3,-3,2,3,31
7,5,2,1,1,3,2,9,2,2,117,30,12,1,5,3,2,1,1,1,32,4,1,2,1,1,13
7,5,2,1,1,3,2,9,2,2,-3,-3,-3,1,5,0,1,1,1,1,999,4,3,2,1,1,13
5,1,4,9,1,1,1,NA,-3,2,-3,-3,40,0,25,10,2,2,1,1,32,1,3,-3,2,3,34
5,1,4,9,1,1,1,NA,-3,2,412,24,37,0,25,10,1,2,1,1,60,1,1,-3,2,3,34
6,1,4,5,5,1,1,NA,-3,2,-3,-3,37,0,25,9,1,2,1,1,32,1,3,-3,3,2,21
6,1,4,5,5,1,1,NA,-3,2,283,24,35,0,25,8,2,2,1,1,32,1,1,-3,3,2,21
5,2,1,2,2,6,1,NA,-3,1,-3,-3,71,-3,-3,14,2,3,1,2,21,1,3,-3,3,3,33
6,1,5,4,2,1,1,NA,-3,3,335,40,38,1,21,8,1,2,1,1,21,2,1,-3,3,1,12
6,1,5,4,2,1,1,NA,-3,3,50,10,37,1,21,8,2,2,1,1,21,2,1,-3,3,1,12
6,1,5,4,2,1,1,NA,-3,3,44,50,6,1,21,3,1,1,1,1,41,2,1,-3,3,1,12
3,3,2,3,4,3,2,3,1,1,-3,-3,13,-3,-3,3,1,1,1,1,11,3,3,-3,1,3,34
3,3,2,4,2,6,1,NA,-3,2,95,60,22,1,20,6,2,1,1,1,32,4,1,2,1,3,32
3,3,2,4,2,6,1,NA,-3,2,54,38.5,2,1,20,2,2,1,1,1,32,4,1,2,1,3,32
5,4,2,4,1,3,3,24,2,2,85,55,39,0,25,9,1,2,1,1,32,4,1,-3,1,3,31
5,4,2,4,1,3,3,24,2,2,-3,-3,47,0,25,10,2,2,1,1,21,4,3,-3,1,3,31
1,3,2,3,1,3,4,4,2,2,0,40,7,1,15,4,2,1,1,1,32,4,1,2,1,3,32
1,3,2,3,1,3,4,4,2,2,-3,-3,1,1,15,1,2,1,1,1,21,4,3,2,1,3,32
8,3,2,3,3,3,5,10,2,1,10,70,20,-3,-3,7,1,1,1,1,60,4,1,-3,1,2,22
7,5,2,5,1,2,2,NA,-3,2,450,40,38,0,25,9,2,4,1,1,32,4,1,-3,1,3,32
7,5,2,5,1,2,2,NA,-3,2,27,38.5,10,0,25,5,1,1,1,1,52,4,1,-3,1,3,32
3,1,3,3,4,6,1,NA,-3,1,30,60,3,-3,-3,2,1,1,2,2,32,2,1,-3,2,1,12
2,2,3,4,2,1,1,NA,-3,2,320,50,42,1,20,9,1,3,1,1,21,2,1,2,3,3,32
2,2,3,4,2,1,1,NA,-3,2,33,45,3,1,20,2,1,1,1,1,32,2,1,2,3,3,32
2,5,2,2,1,3,3,10,2,1,-3,-3,45,-3,-3,10,2,4,1,4,32,4,3,-3,1,1,13
4,3,1,1,2,1,1,NA,-3,1,-3,-3,42,-3,-3,9,2,2,1,1,32,4,3,-3,1,3,33
4,1,4,5,2,6,1,NA,-3,1,-3,-3,63,-3,-3,14,1,3,1,1,51,1,3,-3,2,1,12
1,5,2,3,3,3,1,39,2,2,-3,-3,60,1,24,12,2,1,1,1,21,4,3,-3,1,1,13
1,5,2,3,3,3,1,39,2,2,-3,-3,33,1,24,8,1,1,1,1,32,4,3,-3,1,1,13
6,5,3,4,4,2,2,NA,-3,1,-3,-3,39,-3,-3,9,2,4,1,1,51,4,3,-3,1,2,22
8,3,2,3,2,2,1,NA,-3,1,-3,-3,7,-3,-3,3,2,1,1,1,41,2,3,-3,1,3,33
3,1,4,6,4,1,1,NA,-3,1,-3,-3,67,-3,-3,14,2,3,1,1,21,2,3,-3,2,3,32
8,1,4,3,2,6,4,NA,-3,2,-3,-3,57,0,25,12,1,2,1,1,21,2,3,-3,3,2,21
8,1,4,3,2,6,4,NA,-3,2,-3,-3,57,0,25,12,2,2,1,1,21,2,3,-3,3,2,21
5,1,4,6,2,1,1,NA,-3,3,-3,-3,52,1,22,11,2,2,1,1,21,1,3,-3,3,1,11
5,1,4,6,2,1,1,NA,-3,3,-3,-3,45,1,22,10,1,2,1,1,21,1,3,-3,3,1,11
5,1,4,6,2,1,1,NA,-3,3,32,40,17,1,22,4,1,4,1,1,32,1,1,-3,3,1,11
5,1,5,8,2,1,1,NA,-3,5,389,40,34,1,19,8,1,2,1,1,32,1,1,2,3,2,22
5,1,5,8,2,1,1,NA,-3,5,-3,-3,67,0,25,14,2,2,1,1,21,1,3,-3,3,2,22
5,1,5,8,2,1,1,NA,-3,5,-3,-3,65,0,25,13,1,2,1,1,21,1,3,-3,3,2,22
5,1,5,8,2,1,1,NA,-3,5,-3,-3,23,1,19,8,2,2,1,1,32,1,3,2,3,2,22
5,1,5,8,2,1,1,NA,-3,5,-3,-3,4,1,19,1,2,1,1,1,21,1,3,2,3,2,22
4,3,2,4,5,6,1,NA,-3,1,-3,-3,67,-3,-3,14,2,3,1,1,21,2,3,-3,2,3,33
2,2,3,4,2,6,1,NA,-3,1,-3,-3,40,-3,-3,9,2,4,1,1,32,1,3,-3,3,2,22
7,1,5,7,2,1,1,NA,-3,3,232,45,24,1,19,6,1,2,1,1,32,2,1,2,3,2,21
7,1,5,7,2,1,1,NA,-3,3,208,40,21,1,19,6,2,2,1,1,51,2,1,2,3,2,21
7,1,5,7,2,1,1,NA,-3,3,-3,-3,5,1,19,1,1,1,1,1,21,2,3,2,3,2,21
4,3,3,4,2,6,2,NA,-3,2,33,40,25,1,19,6,2,4,1,1,32,2,1,2,3,3,33
4,3,3,4,2,6,2,NA,-3,2,-3,-3,4,1,19,1,2,1,1,1,21,2,3,2,3,3,33
4,3,2,4,5,3,2,47,2,2,-3,-3,48,0,25,11,1,2,1,1,51,2,3,-3,1,3,33
4,3,2,4,5,3,2,47,2,2,-3,-3,52,0,25,11,2,2,1,2,32,2,3,-3,1,3,33
8,2,4,7,4,1,1,NA,-3,2,137,42,12,0,25,4,2,1,1,1,41,1,1,-3,3,3,32
8,2,4,7,4,1,1,NA,-3,2,32,45,20,0,25,5,1,1,1,1,32,1,1,-3,3,3,32
7,3,2,4,4,3,3,11,2,3,10,38.5,33,1,8,8,1,2,1,1,32,1,1,2,2,1,12
7,3,2,4,4,3,3,11,2,3,29,32,19,1,8,4,2,2,1,1,21,1,1,2,2,1,12
7,3,2,4,4,3,3,11,2,3,-3,-3,-3,1,8,0,2,1,1,1,999,1,3,2,2,1,12
7,5,2,3,2,3,4,1,2,1,114,40,6,-3,-3,2,1,1,1,1,32,3,1,-3,2,1,12
8,4,4,5,1,3,5,6,2,3,3,7.5,5,-3,-3,3,1,1,1,1,52,4,1,-3,1,3,31
8,4,4,5,1,3,5,6,2,3,35,38.5,9,-3,-3,3,1,1,1,1,32,4,1,-3,1,3,31
8,4,4,5,1,3,5,6,2,3,62,38.5,10,-3,-3,3,1,1,1,1,32,4,1,-3,1,3,31
7,1,4,9,2,1,1,NA,-3,5,16,39,2,3,17,2,1,1,1,1,32,1,1,2,3,1,12
7,1,4,9,2,1,1,NA,-3,5,458,40,45,3,17,9,1,2,1,1,21,1,1,2,3,1,12
7,1,4,9,2,1,1,NA,-3,5,-3,-3,39,3,17,9,2,2,1,1,32,1,3,2,3,1,12
7,1,4,9,2,1,1,NA,-3,5,187,35,17,3,17,4,1,1,1,1,21,1,1,2,3,1,12
7,1,4,9,2,1,1,NA,-3,5,-3,-3,3,3,17,1,2,1,1,1,21,1,3,2,3,1,12
1,5,4,5,2,3,3,34,2,1,-3,-3,57,-3,-3,12,2,3,1,1,21,4,3,-3,1,1,13
4,1,3,4,2,1,1,NA,-3,2,-3,-3,64,0,25,13,1,2,1,1,21,3,3,-3,2,2,21
4,1,3,4,2,1,1,NA,-3,2,-3,-3,53,0,25,12,2,2,1,1,32,3,3,-3,2,2,21
1,5,2,2,2,3,4,5,2,1,174,40,7,-3,-3,9,1,1,1,1,52,4,1,-3,1,1,13
2,3,3,5,2,1,1,NA,-3,1,-3,-3,58,-3,-3,12,2,3,1,1,32,4,3,-3,1,3,32
2,3,4,3,2,3,5,6,2,1,-3,-3,22,-3,-3,7,2,1,1,1,32,2,3,-3,2,1,12
1,4,4,5,2,2,1,NA,-3,1,-3,-3,65,-3,-3,14,2,3,1,1,32,4,3,-3,1,1,13
2,1,2,3,4,6,1,NA,-3,3,-3,-3,75,-3,-3,15,1,3,1,1,21,1,3,-3,3,1,11
2,1,2,3,4,6,1,NA,-3,3,47,100,40,-3,-3,9,2,2,3,3,32,1,1,-3,3,1,11
2,1,2,3,4,6,1,NA,-3,3,47,100,39,-3,-3,9,2,2,3,3,32,1,1,-3,3,1,11
8,4,3,5,1,3,4,1,2,4,20,50,18,2,4,5,1,2,1,1,32,2,1,2,2,1,11
8,4,3,5,1,3,4,1,2,4,17,20,18,2,4,5,2,2,2,2,32,2,1,2,2,1,11
8,4,3,5,1,3,4,1,2,4,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,2,2,1,11
8,4,3,5,1,3,4,1,2,4,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,2,2,1,11
3,4,2,3,2,3,2,1,2,1,-3,-3,79,-3,-3,15,2,3,1,1,21,4,3,-3,1,1,13
7,4,2,3,3,3,3,1,2,1,45,35,8,-3,-3,5,1,1,1,1,41,3,1,-3,3,2,21
7,4,2,4,1,3,3,13,2,4,144,40,20,2,5,5,1,2,1,5,32,3,1,2,2,1,12
7,4,2,4,1,3,3,13,2,4,-3,-3,35,2,5,7,2,2,1,5,21,3,2,2,2,1,12
7,4,2,4,1,3,3,13,2,4,-3,-3,-3,2,5,0,2,1,1,1,999,3,3,2,2,1,12
7,4,2,4,1,3,3,13,2,4,-3,-3,-3,2,5,0,1,1,1,1,999,3,3,2,2,1,12
7,2,2,3,2,1,1,NA,-3,2,-3,-3,58,-3,-3,12,2,3,1,1,21,1,3,-3,3,1,12
7,2,2,3,2,1,1,NA,-3,2,-3,-3,46,-3,-3,10,1,3,1,1,32,1,3,-3,3,1,12
7,3,2,3,5,3,1,10,2,2,10,20,11,1,2,3,2,1,1,1,32,1,1,2,3,1,12
7,3,2,3,5,3,1,10,2,2,-3,-3,-3,1,2,0,2,1,1,1,999,1,3,2,3,1,12
1,1,4,6,2,6,1,NA,-3,1,-3,-3,34,-3,-3,10,2,1,1,1,32,3,3,-3,3,1,12
1,1,4,6,4,6,1,NA,-3,1,18,999,19,-3,-3,6,1,1,3,3,52,1,1,-3,3,3,33
7,1,4,7,2,3,5,5,1,4,41,38.5,4,0,25,2,2,1,2,2,32,2,1,-3,2,1,12
7,1,4,7,2,3,5,5,1,4,41,38.5,6,0,25,2,1,1,2,2,21,2,1,-3,2,1,12
7,1,4,7,2,3,5,5,1,4,48,38.5,24,0,25,7,2,2,2,2,52,2,1,-3,2,1,12
7,1,4,7,2,3,5,5,1,4,43,38.5,28,0,25,7,1,2,2,2,32,2,1,-3,2,1,12
5,5,3,5,1,3,6,5,1,4,-3,-3,7,-3,-3,3,1,1,1,1,41,4,3,-3,1,2,22
5,5,3,5,1,3,6,5,1,4,-3,-3,6,-3,-3,3,1,1,1,2,41,4,3,-3,1,2,22
5,5,3,5,1,3,6,5,1,4,-3,-3,2,-3,-3,2,1,1,1,1,32,4,3,-3,1,2,22
5,5,3,5,1,3,6,5,1,4,3,6,6,-3,-3,3,1,1,1,1,41,4,1,-3,1,2,22
4,4,3,4,5,3,2,2,1,1,87,30,16,-3,-3,6,2,1,1,1,41,4,1,-3,1,1,13
8,4,2,2,1,3,3,6,2,1,118,15,27,-3,-3,7,2,4,1,1,32,3,1,-3,3,3,32
2,4,1,1,5,6,1,NA,-3,1,-3,-3,2,-3,-3,2,1,1,1,1,32,4,3,-3,1,3,33
1,3,2,3,5,6,1,NA,-3,2,-3,-3,65,0,25,15,1,4,1,1,32,2,3,-3,3,3,33
1,3,2,3,5,6,1,NA,-3,2,-3,-3,69,0,25,14,2,4,1,1,21,2,3,-3,3,3,33
4,4,3,4,1,3,2,41,2,2,-3,-3,54,0,25,12,1,2,1,1,41,4,3,-3,1,3,33
4,4,3,4,1,3,2,41,2,2,-3,-3,52,0,25,11,2,2,1,1,32,4,3,-3,1,3,33
4,3,2,4,1,2,1,NA,-3,4,-3,-3,9,2,4,4,1,2,4,4,32,4,3,2,1,2,22
4,3,2,4,1,2,1,NA,-3,4,16,30,10,2,4,3,2,2,1,4,32,4,1,2,1,2,22
4,3,2,4,1,2,1,NA,-3,4,-3,-3,-3,2,4,0,1,1,1,1,999,4,3,2,1,2,22
4,3,2,4,1,2,1,NA,-3,4,-3,-3,-3,2,4,0,1,1,1,1,999,4,3,2,1,2,22
7,3,3,4,1,2,1,NA,-3,1,12,30,17,-3,-3,6,2,3,1,1,52,4,1,-3,1,1,13
4,3,2,3,5,3,1,15,2,1,-3,-3,57,-3,-3,11,1,4,1,1,21,3,3,-3,2,3,33
1,4,3,4,2,3,4,3,1,2,2,40,8,0,25,5,2,1,2,2,52,4,1,-3,1,1,13
1,4,3,4,2,3,4,3,1,2,82,30,9,0,25,5,1,1,2,2,52,4,1,-3,1,1,13
7,1,4,6,2,1,1,NA,-3,4,152,40,19,2,16,6,1,2,1,1,51,3,1,2,2,3,33
7,1,4,6,2,1,1,NA,-3,4,49,30,8,2,16,5,2,2,1,1,52,3,1,2,2,3,33
7,1,4,6,2,1,1,NA,-3,4,18,38.5,2,2,16,1,1,1,1,1,21,3,1,2,2,3,33
7,1,4,6,2,1,1,NA,-3,4,6,40,1,2,16,1,2,1,1,1,21,3,1,2,2,3,33
4,1,2,7,2,6,1,NA,-3,1,-3,-3,65,-3,-3,13,2,3,1,1,21,2,3,-3,2,3,31
8,1,4,5,2,1,1,NA,-3,4,200,30,14,2,4,4,2,1,1,1,32,2,1,1,3,2,21
8,1,4,5,2,1,1,NA,-3,4,91,40,12,2,4,5,1,1,1,1,32,2,1,1,3,2,21
8,1,4,5,2,1,1,NA,-3,4,-3,-3,1,2,4,1,2,1,1,1,21,2,3,1,3,2,21
8,1,4,5,2,1,1,NA,-3,4,-3,-3,-3,2,4,0,1,1,1,1,999,2,3,1,3,2,21
4,4,2,4,5,2,1,NA,-3,1,86,8,39,-3,-3,9,2,4,1,1,32,1,1,-3,3,2,22
6,5,2,3,2,3,2,0,2,1,12,20,4,-3,-3,2,2,1,1,1,41,4,1,-3,1,1,13
4,3,3,4,2,6,1,NA,-3,2,104,35,12,0,25,6,2,1,1,1,41,2,1,-3,1,3,34
4,3,3,4,2,6,1,NA,-3,2,-3,-3,32,0,25,8,1,1,1,1,41,2,3,-3,1,3,34
3,4,1,1,2,3,3,1,2,1,5,40,2,-3,-3,2,2,1,1,1,32,4,1,-3,1,3,33
5,2,3,5,2,6,1,NA,-3,2,-3,-3,46,0,25,10,1,2,1,1,32,2,3,-3,3,3,34
5,2,3,5,2,6,1,NA,-3,2,-3,-3,47,0,25,10,2,2,1,1,21,2,3,-3,3,3,34
2,1,4,5,2,1,1,NA,-3,3,198,40,14,1,17,8,1,2,1,1,32,2,1,2,2,3,34
2,1,4,5,2,1,1,NA,-3,3,24,18,32,1,17,7,2,2,1,1,32,2,1,2,2,3,34
2,1,4,5,2,1,1,NA,-3,3,-3,-3,3,1,17,1,2,1,1,1,21,2,3,2,2,3,34
3,4,2,4,1,3,2,9,2,4,14,20,34,2,6,7,2,2,1,4,21,4,1,2,1,1,13
3,4,2,4,1,3,2,9,2,4,21,40,22,2,6,6,1,2,4,4,32,4,1,2,1,1,13
3,4,2,4,1,3,2,9,2,4,-3,-3,-3,2,6,0,1,1,1,1,999,4,3,2,1,1,13
3,4,2,4,1,3,2,9,2,4,-3,-3,-3,2,6,0,1,1,1,1,999,4,3,2,1,1,13
4,1,3,5,2,1,1,NA,-3,2,-3,-3,40,0,25,9,1,2,1,1,32,1,3,-3,3,2,21
4,1,3,5,2,1,1,NA,-3,2,-3,-3,43,0,25,9,2,2,1,1,21,1,3,-3,3,2,21
7,5,2,2,2,3,2,7,2,1,101,45,9,-3,-3,4,1,1,1,1,52,1,1,-3,2,3,31
2,1,3,6,2,1,1,NA,-3,3,-3,-3,58,1,23,13,1,2,1,1,41,4,3,-3,1,2,22
2,1,3,6,2,1,1,NA,-3,3,-3,-3,53,1,23,12,2,2,1,1,32,4,3,-3,1,2,22
2,1,3,6,2,1,1,NA,-3,3,89,36,9,1,23,5,1,1,1,1,52,4,1,-3,1,2,22
5,5,3,4,1,3,2,33,2,2,-3,-3,52,0,25,11,1,2,1,1,32,3,3,-3,3,2,22
5,5,3,4,1,3,2,33,2,2,-3,-3,50,0,25,10,2,2,1,1,21,3,3,-3,3,2,22
5,5,3,5,2,2,2,NA,-3,1,-3,-3,64,-3,-3,14,2,3,1,1,32,3,3,-3,1,3,34
5,3,2,4,2,2,1,NA,-3,1,-3,-3,50,-3,-3,11,2,4,1,1,32,2,3,-3,1,3,34
4,2,3,6,2,1,1,NA,-3,3,-3,-3,43,1,22,10,1,2,1,1,32,2,3,-3,2,3,32
4,2,3,6,2,1,1,NA,-3,3,-3,-3,41,1,22,9,2,2,1,1,32,2,3,-3,2,3,32
4,2,3,6,2,1,1,NA,-3,3,129,38.5,15,1,22,4,1,1,1,1,32,2,1,-3,2,3,32
7,1,4,6,2,1,1,NA,-3,2,376,70,26,0,25,9,1,2,1,1,60,2,1,-3,2,3,32
7,1,4,6,2,1,1,NA,-3,2,-3,-3,32,0,25,8,2,2,1,1,32,2,3,-3,2,3,32
1,5,2,2,2,3,2,4,2,1,11,20,5,-3,-3,4,1,1,1,1,52,4,1,-3,1,1,13
5,1,3,6,2,1,1,NA,-3,4,1,39,26,3,18,6,2,4,1,1,32,2,1,2,3,1,11
5,1,3,6,2,1,1,NA,-3,4,-3,-3,4,3,18,2,2,1,1,1,32,2,3,2,3,1,11
5,1,3,6,2,1,1,NA,-3,4,-3,-3,1,3,18,2,2,1,1,1,41,2,3,2,3,1,11
5,1,3,6,2,1,1,NA,-3,4,-3,-3,3,3,18,1,1,1,1,1,21,2,3,2,3,1,11
1,2,3,2,2,1,1,NA,-3,2,94,55,27,0,25,6,1,2,1,1,32,1,1,-3,3,1,12
1,2,3,2,2,1,1,NA,-3,2,134,60,13,0,25,6,2,2,1,1,60,1,1,-3,3,1,12
4,1,3,6,4,1,1,NA,-3,2,-3,-3,54,0,25,12,1,2,1,1,32,1,3,-3,3,1,11
4,1,3,6,4,1,1,NA,-3,2,-3,-3,34,0,25,10,2,2,1,1,51,1,3,-3,3,1,11
7,1,3,4,2,1,1,NA,-3,2,-3,-3,23,1,15,6,2,4,1,1,32,2,3,2,2,2,22
7,1,3,4,2,1,1,NA,-3,2,-3,-3,1,1,15,1,1,1,1,1,21,2,3,2,2,2,22
3,1,2,6,2,1,1,NA,-3,2,-3,-3,69,0,25,14,1,2,1,1,21,2,3,-3,2,2,22
3,1,2,6,2,1,1,NA,-3,2,-3,-3,58,0,25,13,2,2,1,1,32,2,3,-3,2,2,22
5,4,2,2,5,2,1,NA,-3,1,-3,-3,25,-3,-3,10,2,1,1,1,41,1,3,-3,3,2,22
7,1,3,5,2,1,1,NA,-3,2,351,38.5,40,0,25,8,1,2,1,1,21,1,1,-3,2,1,12
7,1,3,5,2,1,1,NA,-3,2,402,32,31,0,25,7,2,2,1,1,32,1,1,-3,2,1,12
5,1,6,7,2,1,1,NA,-3,3,-3,-3,39,1,20,9,2,4,1,1,32,2,3,2,3,2,21
5,1,6,7,2,1,1,NA,-3,3,402,40,42,1,20,9,1,1,1,1,21,2,1,2,3,2,21
5,1,6,7,2,1,1,NA,-3,3,36,40,4,1,20,2,2,1,1,1,41,2,1,2,3,2,21
8,4,2,3,2,3,3,0,1,1,55,35,4,-3,-3,3,2,1,1,1,32,4,1,-3,1,3,33
7,3,2,4,2,6,1,NA,-3,2,83,38.5,28,1,20,7,1,1,1,1,32,2,1,2,3,3,33
7,3,2,4,2,6,1,NA,-3,2,13,38,3,1,20,2,1,1,1,1,32,2,1,2,3,3,33
4,3,2,3,2,3,2,6,2,4,2,38.5,14,2,4,3,1,2,5,5,11,2,1,2,3,3,32
4,3,2,3,2,3,2,6,2,4,1,40,15,2,4,3,2,2,5,5,21,2,1,2,3,3,32
4,3,2,3,2,3,2,6,2,4,-3,-3,-3,2,4,0,2,1,5,1,999,2,3,2,3,3,32
4,3,2,3,2,3,2,6,2,4,-3,-3,-3,2,4,0,1,1,5,1,999,2,3,2,3,3,32
1,3,3,4,2,2,1,NA,-3,1,-3,-3,44,-3,-3,11,2,4,1,1,52,4,3,-3,1,2,22
7,1,4,4,2,1,1,NA,-3,1,-3,-3,43,-3,-3,10,1,4,1,1,32,1,3,-3,3,2,21
5,1,6,10,2,1,1,NA,-3,3,-3,-3,70,2,24,14,1,3,1,1,21,3,3,-3,2,1,12
5,1,6,10,2,1,1,NA,-3,3,-3,-3,48,2,24,10,1,1,1,1,21,3,3,-3,2,1,12
5,1,6,10,2,1,1,NA,-3,3,354,80,29,2,24,7,1,1,1,1,32,3,1,-3,2,1,12
7,1,3,5,2,1,1,NA,-3,3,201,40,32,-3,-3,7,1,4,1,1,32,1,1,-3,3,3,34
7,1,3,5,2,1,1,NA,-3,3,53,38.5,2,1,1,2,2,1,1,1,32,1,1,2,3,3,34
7,1,3,5,2,1,1,NA,-3,3,-3,-3,-3,1,1,0,2,1,1,1,999,1,3,2,3,3,34
7,3,2,4,1,3,3,7,2,1,99,40,10,-3,-3,3,2,1,1,1,32,2,1,-3,3,1,12
3,2,3,3,2,6,1,NA,-3,1,-3,-3,47,-3,-3,14,2,3,1,1,32,2,3,-3,3,1,11
1,5,2,2,3,3,3,1,1,1,39,40,4,-3,-3,4,2,1,2,6,60,4,1,-3,1,1,13
7,1,4,6,1,1,1,NA,-3,4,365,38.5,33,2,7,8,1,2,1,1,32,3,1,2,1,3,31
7,1,4,6,1,1,1,NA,-3,4,50,24,10,2,7,5,2,2,1,1,41,3,1,2,1,3,31
7,1,4,6,1,1,1,NA,-3,4,-3,-3,-3,2,7,0,2,1,1,1,999,3,3,2,1,3,31
7,1,4,6,1,1,1,NA,-3,4,-3,-3,-3,2,7,0,1,1,1,1,999,3,3,2,1,3,31
6,3,2,3,2,3,3,1,1,2,-3,-3,7,0,25,3,1,1,2,2,32,3,2,-3,1,2,21
6,3,2,3,2,3,3,1,1,2,-3,-3,4,0,25,2,2,1,2,2,32,3,3,-3,1,2,21
5,2,3,3,2,6,1,NA,-3,1,-3,-3,57,-3,-3,12,2,4,1,1,21,2,3,-3,3,3,31
5,4,3,5,1,3,3,3,2,5,28,38.5,19,3,10,5,2,2,1,1,32,4,1,1,1,1,13
